Program Number,Program Type,Program Facility Name,Site Class,Address1,Address2,Locality,County,ZIPCode,SWIS Code,DEC Region,Latitude,Longitude,Control Code,Control Type,OU,Project Name,Project Completion Date,Waste Name,Contaminants,Owner Name,Owner Address1,Owner Address2,Owner City,Owner State,Owner ZIP,Disposal Name,Disposal Address1,Disposal Address2,Disposal City,Disposal ZIP,Disposal State,Operator Name,Operator Address1,Operator Address2,Operator City,Operator State,Operator Zip,Georeference,NYS Municipal Boundaries 2,New York Zip Codes 2,Counties 2
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Environmental Easement,Environmental Easement,01,,2021-11-30T00:00:00.000,,mercury,New Found LLC,46-27 54th Road,,Maspeth,NY,11378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Environmental Easement,Environmental Easement,01,,2021-11-30T00:00:00.000,PCBS,arsenic,Patriot (2010) LLC,2 Galasso Place,,Maspeth,NY,11378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Deed Restriction,Deed Restriction,01,,2021-11-30T00:00:00.000,LEAD,chromium,Sagres 8 LLC,c/o Galasso Trucking,2 Galasso Place,Maspeth,NY,111378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Deed Restriction,Deed Restriction,01,,2021-11-30T00:00:00.000,PCBS,arsenic,Jetro Holdings,55-40  44th Street,,Queens,NY,11378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Environmental Easement,Environmental Easement,01,Remedial Design,2016-04-13T00:00:00.000,LEAD,chromium,Patriot (2010) LLC,2 Galasso Place,,Maspeth,NY,11378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
V00674,VCP,Port Ivory Site (Former P & G) Site 2,C,40 Western Avenue,,Staten Island,Richmond,10303,4301,2,40.639731430,-74.180858290,Deed Restriction,Deed Restriction,01,Remedial Action,2013-10-22T00:00:00.000,,,William Glynn,"Eng Dept., 4 World Trade Center � 20th Floor",150 Greenwich Street,New York,NY,10006,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.18085829, 40.63973143]}",585,606,2532
B00127,ERP,Provan/Ford Site,C,146-172 Mill Street,,Newburgh (c),Orange,12550,3611,3,41.493256940,-74.022259680,Environmental Easement,Environmental Easement,01,Remedial Action,2012-01-24T00:00:00.000,,toluene,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.02225968, 41.49325694]}",891,987,2134
734013,HW,Quanta Resources,04,2802-2810 Lodi Street,,Syracuse,Onondaga,13208,3415,7,43.069463890,-76.166551970,Environmental Easement,Environmental Easement,01,Remedial Investigation,2011-03-29T00:00:00.000,CAUSTIC LIQUID & SOLIDS (D002),,,,,,,,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Hudson Oil,,,,ZZ,,"{'type': 'Point', 'coordinates': [-76.16655197, 43.06946389]}",687,726,2132
734013,HW,Quanta Resources,04,2802-2810 Lodi Street,,Syracuse,Onondaga,13208,3415,7,43.069463890,-76.166551970,Environmental Easement,Environmental Easement,01,Site Characterization,1992-12-01T00:00:00.000,"ACID SLUDGES (D001, D002, D004)",,,,,,,,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Ag-Met Oil Service,,,,ZZ,,"{'type': 'Point', 'coordinates': [-76.16655197, 43.06946389]}",687,726,2132
C241049,BCP,Queens West (Hunter's Point) Parcel 9,C,4-75 48th Avenue,,Long Island City,Queens,11101,4101,2,40.747575050,-73.956449030,Environmental Notice,Environmental Notice,01,Remedial Design,2005-09-23T00:00:00.000,,fluoranthene,"Simon Wynn, Esq.",633 Third Avenue - 37th Floor,,New York,NY,10017,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.95644903, 40.74757505]}",196,879,2095
B00154,ERP,Richmond Avenue Project,C,"Canal, Church, and Niagara Streets",,Lockport,Niagara,14094,3209,9,43.170649410,-78.694161690,Environmental Easement,Environmental Easement,01,IRWA,2002-03-15T00:00:00.000,,,Paul Iskalo,5166 Main Street,,Williamsville,NY,14221,UNKNOWN,,,,,NY,,,,,,,"{'type': 'Point', 'coordinates': [-78.69416169, 43.17064941]}",163,930,2131
B00053,ERP,Riverside Technology Park,C,2205 Technology Drive,,Schenectady (c),Schenectady,12305-,4715,4,42.838504253,-73.919261355,Environmental Easement,Environmental Easement,01,Remedial Investigation,2003-03-25T00:00:00.000,,,"Tom Tama, Vice President of Operations",Liedkie Moving and Storage,2696 Curry Road,Schenectady,NY,12303,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.919261355, 42.838504253]}",104,77,2142
C828115,BCP,Rochester Drug Cooperative Building,C,320 N. Goodman Street,,Rochester,Monroe,14607,2814,8,43.159914290,-77.584164360,Environmental Easement,Environmental Easement,01,Remedial Investigation,2009-12-31T00:00:00.000,,"1,2,4-trimethylbenzene",Allan Stern,274 N. Goodman Street #A201,,Rochester,NY,14607,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.58416436, 43.15991429]}",537,1665,2093
V00575,VCP,Rochester Technology Park,C,"Lot K, Building 4, Rochester Tech Park",Elmgrove Rd.,Gates,Monroe,14624-,2826,8,43.152627330,-77.739096170,Deed Restriction,Deed Restriction,01,Remedial Design,2012-03-12T00:00:00.000,,"1,1-dichloroethane",Peter Chapman,789 Elmgrove Road,,Rochester,NY,14624,JoAnn Gould,1600 Bausch & Lomb,,Rochester,14604-2711,NY,,,,,,,"{'type': 'Point', 'coordinates': [-77.73909617, 43.15262733]}",549,1683,2093
546022,HW,Rocket Test Site (Malta test station),04,Plains Road,,Malta,Saratoga,12151,4640,5,42.966678660,-73.757860660,Other Controls,Other Controls,01,Remedial Action,1999-09-24T00:00:00.000,SPENT SOLVENTS  (F001AND F002),,HAL BRODIE,17 COLUMBIA CIRCLE,,ALBANY,NY,12203-6399,,,,,,,RAY KAZYAKA,PLAINS ROAD RD 3,,BALLSTON SPA,NY,12020,"{'type': 'Point', 'coordinates': [-73.75786066, 42.96667866]}",1001,1148,2141
V00422,VCP,"ROCO, Ltd.",C,1746 Dale Road,,Cheektowaga,Erie,14225,1530,9,42.904886400,-78.772308120,Deed Restriction,Deed Restriction,01,Remedial Action,2011-05-31T00:00:00.000,,,Dale Anderson LLC,210 Sawyer Avenue,,Tonawanda,NY,14150,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.77230812, 42.9048864]}",298,160,2041
734036,HW,Salina Town Landfill,02,Wolf Street (NYS Route 11),,Syracuse,Onondaga,13212,3448,7,43.090070670,-76.154644260,Environmental Easement,Environmental Easement,01,,2021-09-30T00:00:00.000,BUFFING SLUDGE,,Town of Salina,201 School Road,,Liverpool,NY,13088,TOWN OF SALINA,201 School Road,,Liverpool,,NY,Frank PAvia,201 School Road,,Liverpool,NY,,"{'type': 'Point', 'coordinates': [-76.15464426, 43.09007067]}",690,726,2132
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,09,,2005-11-25T00:00:00.000,,naphthalene,Seneca County,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,25,Site Characterization,2005-11-23T00:00:00.000,,"dibenz[a,h]anthracene",Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,02,Remedial Design,2000-03-31T00:00:00.000,,lead,"Seneca Depot, LLC",39 State Street,Suite 300,Rochester,NY,14614,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,09,,2005-11-25T00:00:00.000,,fluorene,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,11,,2021-10-29T00:00:00.000,,manganese,"NYS Parks, Recreation & Historic Preservation Agency",Building 1,Empire State Plaza,Albany,NY,12238,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,16,,2008-04-29T00:00:00.000,,chromium,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,25,Site Characterization,2005-11-23T00:00:00.000,,thallium,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,01B,Site Characterization,2004-03-15T00:00:00.000,,lead,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,,2005-11-25T00:00:00.000,,antimony,US Department of the Army,Route 96A,,Romulus,NY,14541,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,,2005-11-25T00:00:00.000,,benzo(a)pyrene,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,Site Characterization,2005-05-24T00:00:00.000,,chrysene,SenecaCounty Sewer District No. 2,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,09,,2005-11-25T00:00:00.000,,MEK,Town of Romulus,P.O. Box 177,,Willard,NY,14588,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,21,Site Characterization,2005-03-30T00:00:00.000,,dieldrin,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
C241100,BCP,Silvercup West - Parcel C,C,42-02 Vernon Blvd.,,Long Island City,Queens,11101,4101,2,40.754197251,-73.950425229,Environmental Easement,Environmental Easement,01,Remedial Design,2016-10-28T00:00:00.000,,arsenic,alan SUNA,42-22 22ND STREET,,LONG ISLAND CITY,NY,11101,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.950425229, 40.754197251]}",196,873,2095
C915198B,BCP,Site II-2 Tecumseh Phase II Business Park,A,2303 Hamburg Turnpike,,Lackawanna,Erie,14218,1509,9,42.810881875,-78.846506380,Environmental Easement,Environmental Easement,01,,2022-12-30T00:00:00.000,,chromium,Keith A. Nagel,4020 Kinross Lakes Parkway,,Richfield,OH,44286,,,,,,,"Paul H. Werthman, PE","2558 Hamburg Turnpike, Suite 300",,Buffalo,NY,14218,"{'type': 'Point', 'coordinates': [-78.84650638, 42.810881875]}",287,107,2041
C401074,BCP,South Island Apartments,A,"5-35 Starbuck Island Drive, Center Island",,Green Island,Albany,12183,0128,4,42.734500000,-73.693111111,Environmental Easement,Environmental Easement,01,,2021-07-30T00:00:00.000,,benzene,Adam Schultz,P.O. Box 22222,540 Broadway,Albany,NY,12201,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.693111111, 42.7345]}",833,13,2030
V00505A,VCP,Stage II Queens West Waterfront Development - Site,C,47-20 Center Boulevard,,Long Island City,Queens,11101,4101,2,40.747577630,-73.956444530,Deed Restriction,Deed Restriction,01,Remedial Action,2008-03-31T00:00:00.000,,benzene,oluwatobi jaiyesimi,"633 Third Ave, 33 floor",,New York,NY,10017,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.95644453, 40.74757763]}",196,879,2095
442011,HW,Sterling Drug Site 3,02,Riverside Avenue Extension,,East Greenbush,Rensselaer,12061,4224,4,42.597880060,-73.749866170,Environmental Easement,Environmental Easement,02,Remedial Investigation,2009-03-30T00:00:00.000,,benzene,.,.,,.,NY,14616,,,,,,,"Sterling Drug Company, Inc.",,,Rochester,NY,14650,"{'type': 'Point', 'coordinates': [-73.74986617, 42.59788006]}",129,1309,2138
V00178,VCP,Stuart Park Complex,C,"1350 Route 88 South, Bldg. 413",,Newark,Wayne,14513,5920,8,43.027421250,-77.091055120,Deed Restriction,Deed Restriction,01,Remedial Design,2010-03-31T00:00:00.000,,zinc,JOHN S. DIGGORY,2000 TECHNOLOGY PARKWAY,,NEWARK,NY,14513,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.09105512, 43.02742125]}",639,324,631
850004,HW,Tantalo Landfill,04,Salcman Road,,Waterloo,Seneca,13165,5032,8,42.923961620,-76.848784440,Deed Restriction,Deed Restriction,01,Site Characterization,2007-12-11T00:00:00.000,"METAL HYDROXIDE SLUDGE (PHENOL, FE, ZN,",,JEFF BURRIER,1786 SALCMAN ROAD,,WATERLOO,NY,13165,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.84878444, 42.92396162]}",577,701,2144
734050,HW,Tennessee Gas Pipeline Station 241,04,3447 Sentinel Heights Road,,LaFayette,Onondaga,13084,3434,7,42.940063300,-76.116844350,Deed Restriction,Deed Restriction,01,Remedial Investigation,1997-01-01T00:00:00.000,,"1,2-dichloroethane",RAY SAUVAGE,1001 LOUISIANA ST.,,HOUSTON,TX,77012,Scott Lewis,Tennessee Gas Pipeline Company  Division 10 Office,1211 Greenville Mercer Road,Mercer,16137,PA,Scott Lewis,Tennessee Gas Pipeline Company - Division 10 Offic,1211 Greenville Mercer Road,Mercer,PA,16137,"{'type': 'Point', 'coordinates': [-76.11684435, 42.9400633]}",698,635,2132
C360091,BCP,The Harbor Square Site,C,One Harbor Sq (frmrly Westerly Road),,Ossining,Westchester,10562,6042,3,41.157499656,-73.870277471,Environmental Easement,Environmental Easement,01,Remedial Design,2007-09-10T00:00:00.000,,magnesium,Valerie Monastra,PO Box 1166,101 NY Route 9A,Ossining,NY,10562,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.870277471, 41.157499656]}",957,1333,2185
C360091,BCP,The Harbor Square Site,C,One Harbor Sq (frmrly Westerly Road),,Ossining,Westchester,10562,6042,3,41.157499656,-73.870277471,Environmental Easement,Environmental Easement,01,Remedial Investigation,2007-06-28T00:00:00.000,,toluene,Valerie Monastra,PO Box 1166,101 NY Route 9A,Ossining,NY,10562,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.870277471, 41.157499656]}",957,1333,2185
C360157,BCP,The Huguenot,A,387 Huguenot Street,,New Rochelle,Westchester,10801,6010,3,40.906888889,-73.786111111,Environmental Easement,Environmental Easement,01,,2021-12-31T00:00:00.000,,lead,Frank Chechile,20 Amelia Earhart Lane,,Rye,NY,10580,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.786111111, 40.906888889]}",960,1450,2185
C360157,BCP,The Huguenot,A,387 Huguenot Street,,New Rochelle,Westchester,10801,6010,3,40.906888889,-73.786111111,Environmental Easement,Environmental Easement,01,,2021-12-31T00:00:00.000,,cadmium,Frank Chechile,20 Amelia Earhart Lane,,Rye,NY,10580,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.786111111, 40.906888889]}",960,1450,2185
C241143,BCP,The Wills Building,C,43-01 21st Street,,Long Island City,Queens,11101,4101,2,40.750154833,-73.945476833,Environmental Easement,Environmental Easement,01,Remedial Action,2015-12-15T00:00:00.000,,trichloroethene (TCE),Patricia Dunphey,15 East 26th St.,7th Floor,New York,NY,10010,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.945476833, 40.750154833]}",196,873,2137
704005,HW,Tri-City Barrel Company,04,Old Route 7,,Fenton (Port Crane),Broome,13833,0432,7,42.158504000,-75.811645000,Deed Restriction,Deed Restriction,01,Remedial Design,2003-01-16T00:00:00.000,PCBS,,WARNER GARY,"R.D. 1, PO BOX 88",,PORT CRANE,NY,13833,"TRI-CITY BARREL COMPANY, INC.",,,,,ZZ,WARNER GARY,"R.D. 1, PO BOX 88",,PORT CRANE,NY,,"{'type': 'Point', 'coordinates': [-75.811645, 42.158504]}",945,453,2033
704005,HW,Tri-City Barrel Company,04,Old Route 7,,Fenton (Port Crane),Broome,13833,0432,7,42.158504000,-75.811645000,Deed Restriction,Deed Restriction,01,Remedial Design,2003-01-16T00:00:00.000,,methylene chloride,Gary Warner,RD 1  /  PO Box 88,,Port Crane,NY,13833,"TRI-CITY BARREL COMPANY, INC.",,,,,ZZ,WARNER GARY,"R.D. 1, PO BOX 88",,PORT CRANE,NY,,"{'type': 'Point', 'coordinates': [-75.811645, 42.158504]}",945,453,2033
704005,HW,Tri-City Barrel Company,04,Old Route 7,,Fenton (Port Crane),Broome,13833,0432,7,42.158504000,-75.811645000,Deed Restriction,Deed Restriction,01,Remedial Action,2003-11-20T00:00:00.000,,toluene,Gary Warner,RD 1  /  PO Box 88,,Port Crane,NY,13833,"TRI-CITY BARREL COMPANY, INC.",,,,,ZZ,WARNER GARY,"R.D. 1, PO BOX 88",,PORT CRANE,NY,,"{'type': 'Point', 'coordinates': [-75.811645, 42.158504]}",945,453,2033
C360112,BCP,Undeveloped Parcel,C,6 Morgan Drive,,Mount Kisco,Westchester,10549,6056,3,41.194027778,-73.737611111,Environmental Easement,Environmental Easement,01,Remedial Investigation,2014-12-16T00:00:00.000,,cadmium,Bruce Karpas,6400 south Fiddler's Green Circle,Suite 1400,Greenwood Village,CO,80111-4959,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.737611111, 41.194027778]}",970,1328,2185
C241091,BCP,"Waterpointe-Whitestone, New York",C,151-45 6TH ROAD,,WHITESTONE,Queens,11357,4101,2,40.796021031,-73.810056846,Environmental Easement,Environmental Easement,01,Remedial Design,2010-06-14T00:00:00.000,,chrysene,Gavin Feng,136-33 37th Ave suite 8B,,Flushing,NY,11354,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.810056846, 40.796021031]}",196,827,2137
C915287,BCP,399 Ohio Street Site,C,399 Ohio Street,,Buffalo,Erie,14204,1502,9,42.868888889,-78.869166667,Environmental Easement,Environmental Easement,01,Remedial Action,2016-12-27T00:00:00.000,,lead,"1093 Group, LLC","295 Main Street, Suite 210",,Buffalo,NY,14203,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.869166667, 42.868888889]}",300,34,2041
704013,HW,Conklin Upper Landfill,04,Route 7,,Conklin,Broome,13748,0428,7,42.050478980,-75.817329480,Deed Restriction,Deed Restriction,01,Remedial Action,1996-01-01T00:00:00.000,CHLOROETHANE,chloroethane,TOWN OF CONKLIN,"1271 CONKLIN RD.,",P.O.Box 182,CONKLIN,NY,13748,,,,,,,Town of Conklin,Route 6,,Conklin,NY,13748,"{'type': 'Point', 'coordinates': [-75.81732948, 42.05047898]}",964,379,2033
C828135,BCP,1440 Empire Boulevard,C,1440 Empire Boulevard,,Penfield,Monroe,14580,2842,8,43.176273000,-77.513118000,Decision Document,Decision Document,01,Remedial Investigation,2012-11-05T00:00:00.000,,chlordane,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.513118, 43.176273]}",541,418,2093
C932134,BCP,1501 College Avenue Site,C,1501 College Avenue,,Niagara Falls,Niagara,14304,3211,9,43.120805556,-79.041666667,Environmental Easement,Environmental Easement,01,Remedial Investigation,2012-12-24T00:00:00.000,,chromium,Salvatore Santarosa,4870 PACKARD ROAD,,NIAGARA FALLS,NY,14304,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-79.041666667, 43.120805556]}",159,169,2131
932031,HW,102nd Street Landfill (Olin),04,"102ND STREET, SOUTH OF RIVER ROAD",,NIAGARA FALLS,Niagara,14304,3211,9,43.072888000,-78.946452000,Deed Restriction,Deed Restriction,01,Remedial Investigation,1990-09-01T00:00:00.000,TRICHLOROANISOLE,,Dave M. Share,3855 North Ocoee Street,,Cleveland,TN,37312-4457,OLIN CHEMICALS GROUP,,,,,ZZ,OLIN CHEMICALS GROUP,PO BOX 248,,CHARLESTON,TN,,"{'type': 'Point', 'coordinates': [-78.946452, 43.072888]}",159,168,2131
356022,HW,Ellenville Scrap Iron and Metal,04,34 Cape Road,,Ellenville (V),Ulster,12428-,5656,3,41.724332530,-74.404900140,Deed Restriction,Deed Restriction,01,Remedial Action,2015-03-20T00:00:00.000,,tetrachloroethene (PCE),Catello Viviani,PO Box 1973,,Kingston,NY,12402,ALBERT & PRISCILLA KOPLIC,,,,,ZZ,John C. Bruno,P.O. Box 7037,,Newburgh,NY,12552,"{'type': 'Point', 'coordinates': [-74.40490014, 41.72433253]}",407,122,2182
360005,HW,Armonk Private Wells,04,Vicinity of Maple Ave. Main St. & Bedford Rd.,,North Castle,Westchester,10504,6038,3,41.126195460,-73.712371090,Deed Restriction,Deed Restriction,01,Site Characterization,1986-01-01T00:00:00.000,TETRACHLOROETHYLENE (PCE) (F002),,"41 Maple LLC, Fareri Companies",4 MacDonald ave,,Armonk,NY,10504,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,,,,,,,"{'type': 'Point', 'coordinates': [-73.71237109, 41.12619546]}",959,1194,2185
C203096,BCP,3500 Park Avenue Apartments,C,3500 Park Ave,,Bronx,Bronx,10456,0301,2,40.831500000,-73.907777778,Environmental Easement,Environmental Easement,01,Remedial Design,2018-06-11T00:00:00.000,,mercury,Carole Gordon,290 Lenox Avenue,,New York,NY,10027,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.907777778, 40.8315]}",307,652,2032
356030,HW,B. Millens Scrapyard,04,"290, 296, & 312-322 East Strand Street",,Kingston,Ulster,12402,5608,3,41.923293177,-73.970542961,Environmental Easement,Environmental Easement,01,Remedial Investigation,2018-03-19T00:00:00.000,,benzene,James a Quinlan,518 wilson ave,,brooklyn,NY,11207,BARNEY MILLENS,290 EAST STRAND STREET,,KINGSTON,12402,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.970542961, 41.923293177]}",425,79,2182
907017,HW,Carroll Town Landfill,02,Ivory Road - State Route 62,,Carroll,Chautauqua,14738,0724,9,42.074256430,-79.136473210,Environmental Easement,Environmental Easement,01,Remedial Action,2015-04-30T00:00:00.000,,"1,2-dichloroethane",Town of Carroll,5 West Main Street,,Frewsburg,NY,14738,Keywell L.L.C,Town of Carroll,,Frewsburg,14738,NY,Town of Carrolll,5 West Main Street,,Frewsburg,NY,14738,"{'type': 'Point', 'coordinates': [-79.13647321, 42.07425643]}",223,1716,2035
130155,HW,Award Packaging Corp.,04,625 South Street,,Garden City,Nassau,11530,3020,1,40.735787662,-73.604631562,Environmental Easement,Environmental Easement,01,,2007-07-30T00:00:00.000,,benzo(b)fluoranthene,Jill S. Lefkowitz,"c/o Island Property Group, LLC","223 Wall Street, Suite 162",Huntington,NY,11743,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.604631562, 40.735787662]}",62,1357,2094
B00021,ERP,Dino & Artie's Transmission,C,610-612 Route 22,,North Salem,Westchester,10519,6040,3,41.348048457,-73.661617657,Environmental Easement,Environmental Easement,01,Remedial Action,2011-10-25T00:00:00.000,,"1,4-dichlorobenzene",Warren Lucas,266 Titicus Road,,North Salem,NY,10560,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.661617657, 41.348048457]}",958,1206,2185
C932164,BCP,"401,402 and 430 Buffalo Avenue Site",C,"401, 402 and 430 Buffalo Avenue",,Niagara Falls,Niagara,14303,3211,9,43.082222222,-79.056111111,Decision Document,Decision Document,01,Remedial Investigation,2015-12-22T00:00:00.000,,chromium,Faisal Merani,7001 Buffalo Avenue,,Niagara Falls,NY,14304,,,,,,,Michael Marsch,7001 Buffalo Avenue,,Niagara Falls,NY,14304,"{'type': 'Point', 'coordinates': [-79.056111111, 43.082222222]}",159,167,2131
622003,HW,Chicago Pneumatic Tool Company,04,2200 Bleecker Street,,Frankfort,Herkimer,13340,2226,6,43.085670370,-75.179212420,Decision Document,Decision Document,01,Remedial Action,1999-10-01T00:00:00.000,PCBS  (B007),PCB aroclor 1254,DOUGLAS H. ZAMELIS,7629A State Highway 80,,Cooperstown,NY,13326,Pradip Paul,1815 Clubhouse Drive,,ROCK HILL,29730,SC,Randy Soggs,2200 Bleecker Sreet,,Frankfort,NY,13340,"{'type': 'Point', 'coordinates': [-75.17921242, 43.08567037]}",681,552,2088
